# Catalogo delle compagnie: da designatore ICAO a nome dell'operatore.
#
#   codice[/codice],forma breve,nome completo
#
# Questo file NON e' tuo: viene rifatto a ogni aggiornamento
# e le modifiche andrebbero perse. Le tue correzioni vanno in
# compagnie.csv, che vince sempre su questo.
#
# Fonte: vradarserver/standing-data (CC0, pubblico dominio).
# 5904 voci.
KTA,Kirov Air Enterpris,Kirov Air Enterprise
KTB,Transaviabaltika,Transaviabaltika
KTC,AirAsia Cambodia,AirAsia Cambodia
KTL,P &amp; P Floss,P &amp; P Floss Pick Manufacturers
KTN,Aeronavigaciya,Aeronavigaciya
KTR,HT Helikoptertransp,HT Helikoptertransport
KTS,Transair-Gyraintiee,Transair-Gyraintiee
KTV,Kata Transportation,Kata Transportation
KUG,State of Kuwait,State of Kuwait
KUS,National Airlines,National Airlines
KVK,Olimp Air,Olimp Air
KVR,Alliance Avia,Alliance Avia
KVS,Kevis,Kevis
KWA,Vozdushnaya Academy,Vozdushnaya Academy
KWN,Kwena Air,Kwena Air
KXP,MJets Air,MJets Air
KYB,Skybridge AirOps,Skybridge AirOps
KYC,Av Atlantic,Av Atlantic
KYD,Sky Messaging,Sky Messaging
KYE,Sky Lease Cargo,Sky Lease Cargo
KYM,Krym,Krym
KYR,Sky Aeronautical,Sky Aeronautical Services
KZA,Kurzemes Avio,Kurzemes Avio
KZE,Euro-Asia Air,Euro-Asia Air International
KZH,Zhez Air,Zhez Air
KZM,Phoebus Apolloa,Phoebus Apolloa Zambia
KZN,Aviaservice,Aviaservice
KZR,Air Astana,Air Astana
KZS,Kazaviaspas,Kazaviaspas
KZU,Kuzu Airlines Cargo,Kuzu Airlines Cargo
KZW,Khalifa Airways,Khalifa Airways
LAA,Libyan Arab Airline,Libyan Arab Airlines
LAC,Lockeed Aircraft,Lockeed Aircraft Corporation
LAD,Lebanon Airport,Lebanon Airport Development Corporation
LAE,LAN Cargo,LAN Cargo
LAF,Latvian Air Force,Latvian Air Force
LAG,Aviation Legacy,Aviation Legacy
LAH,L A Helicopter,L A Helicopter
LAI,Linkasia,Linkasia
LAJ,British Mediterrane,British Mediterranean Airways
LAK,Red Wing Aviation,Red Wing Aviation
LAL,Labrador Airways,Labrador Airways
LAM,Linhas Aéreas de,Linhas Aéreas de Moçambique
LAN,LATAM Chile,LATAM Chile
LAO,Lao Airlines,Lao Airlines
LAP,LATAM Paraguay,LATAM Paraguay
LAQ,Lebanese Air,Lebanese Air Transport
LAR,Lawrence Aviation,Lawrence Aviation
LAT,Lebanese Air,Lebanese Air Transport (charter)
LAU,Líneas Aéreas,Líneas Aéreas Suramericanas
LAV,AlbaStar,AlbaStar
LAW,Link Airways of,Link Airways of Australia
LAX,Laminar Air,Laminar Air
LAY,Layang-Layang,Layang-Layang Aerospace
LBH,Laker Airways,Laker Airways (Bahamas)
LBI,Albisa,Albisa
LBQ,Quest Diagnostics,Quest Diagnostics
LBR,Elbe Air Transport,Elbe Air Transport
LBT,Nouvel Air Tunisie,Nouvel Air Tunisie
LBW,Albatros Airways,Albatros Airways
LBY,Belle Air,Belle Air
LCA,Leconte Airlines,Leconte Airlines
LCB,LC Busre,LC Busre
LCC,The Lancair Company,The Lancair Company
LCG,Lignes Aeriennes,Lignes Aeriennes Congolaises
LCH,Lynch Flying,Lynch Flying Service
LCM,Líneas Aéreas,Líneas Aéreas Comerciales
LCN,Líneas Aéreas,Líneas Aéreas Canedo LAC
LCO,LAN Cargo,LAN Cargo
LCR,Libyan Arab Air,Libyan Arab Air Cargo
LCS,RAF Leuchars,RAF Leuchars
LCT,Link Conexion Aerea,Link Conexion Aerea
LCY,London City Airport,London City Airport Jet Centre
LDA,Lauda Air,Lauda Air
LDE,LADE - Líneas,LADE - Líneas Aéreas Del Estado
LDG,Aerolíneas Aéreas,Aerolíneas Aéreas Ejecutivas De Durango
LDI,Lauda Air Italy,Lauda Air Italy
LDL,Aerologic,Aerologic
LDM,Lauda Motion,Lauda Motion (Amira Air)
LDN,Al-Donas Airlines,Al-Donas Airlines
LDR,Aero Lider,Aero Lider
LDX,Sparfell Luftfahrt,Sparfell Luftfahrt
LEA,Unijet,Unijet
LEB,Lebap,Lebap
LEC,Linex,Linex
LED,Blom Geomatics,Blom Geomatics
LEE,Leeming Flying,Leeming Flying Training Unit
LEG,The Army Aviation,The Army Aviation Heritage Foundation
LEJ,FSH Luftfahrtuntern,FSH Luftfahrtunternehmen
LEL,Leonsa De Aviación,Leonsa De Aviación
LEM,Aleem,Aleem
LEN,Lentini Aviation,Lentini Aviation
LEP,Laughlin Express,Laughlin Express
LER,LASER Airlines,LASER Airlines
LET,Aerolíneas Ejecutiv,Aerolíneas Ejecutivas
LEU,Lions-Air,Lions-Air
LEX,L'Express Airlines,L'Express Airlines
LFA,Air Alfa,Air Alfa
LFE,Luxflight Executive,Luxflight Executive
LFI,National Airways,National Airways Corporation
LFL,Executive Air,Executive Air
LFO,Deutsches Zentrum,Deutsches Zentrum für Luft- und Raumfahrt
LFP,Alfa Aerospace,Alfa Aerospace
LFR,Atlantic Airfreight,Atlantic Airfreight Aviation
LGD,Legend Airlines,Legend Airlines
LGL,Luxair,Luxair
LGN,Aerolaguna,Aerolaguna
LGT,Longtail Aviation,Longtail Aviation
LGU,Servicios Aéreos,Servicios Aéreos Ejecutivos De La Laguna
LGW,Luftfahrtgesellscha,Luftfahrtgesellschaft Walter
LHA,Longhao Airlines,Longhao Airlines
LHB,Liebherr-Aviation,Liebherr-Aviation
LHC,London Helicopter,London Helicopter Centres
LHR,Al Ahram Aviation,Al Ahram Aviation
LHS,Luhansk,Luhansk
LHT,Lufthansa Technik,Lufthansa Technik
LHX,Lufthansa City,Lufthansa City Airlines
LIA,Leeward Islands,Leeward Islands Air Transport
LIB,Polizeihubschrauber,Polizeihubschrauberstaffel Hamburg
LID,Alidaunia,Alidaunia
LIE,Al-Dawood Air,Al-Dawood Air
LIF,Rocky Mountain,Rocky Mountain Holdings
LIJ,Líneas Aéreas San,Líneas Aéreas San Jose
LIL,Fly Lili,Fly Lili
LIN,Aerolimousine,Aerolimousine
LIQ,Lid Air,Lid Air
LIR,Minsk Aircraft,Minsk Aircraft Overhaul Plant
LIS,Eastern Express,Eastern Express
LIV,Air Livonia,Air Livonia
LJA,Air Jamahiriya,Air Jamahiriya Company
LJB,Al Jaber Aviation,Al Jaber Aviation
LJC,The Little Jet,The Little Jet Company
LJY,L J Aviation,L J Aviation
LKA,Lao Central Airline,Lao Central Airlines
LKD,Lignes Aeriennes,Lignes Aeriennes Du Tchad
LKE,Lucky Air,Lucky Air
LKL,Lakeland Aviation,Lakeland Aviation
LKN,NAM Air,NAM Air
LKP,American Aviation,American Aviation
LKR,Laker Airways,Laker Airways
LKS,Airlink Solutions,Airlink Solutions
LKW,Top Sky Internation,Top Sky International
LKY,Air Solutions,Air Solutions
LLA,Servico Leo Lopex,Servico Leo Lopex
LLB,Lloyd Aéreo Bolivia,Lloyd Aéreo Boliviano
LLK,Life Line Aviation,Life Line Aviation
LLL,Lao Air Company,Lao Air Company
LLM,Yamal Airlines,Yamal Airlines
LLO,Operation Enduring,Operation Enduring Freedom
LLR,Alliance Air,Alliance Air
LLS,Servicios Aéreos,Servicios Aéreos Estrella
LLT,Classic Jet,Classic Jet
LMA,Aerolima,Aerolima
LMC,Línea Aérea Mexican,Línea Aérea Mexicana de Carga
LME,Lignes Mauritanienn,Lignes Mauritaniennes Air Express
LMG,South African Air,South African Air Force
LMJ,Masterjet,Masterjet
LMK,Grantex Aviation,Grantex Aviation
LML,Alamia Air,Alamia Air
LMN,Líneas Aéreas,Líneas Aéreas Monarca
LMO,Sky Limo Corporatio,Sky Limo Corporation
LMP,Air Plus Argentina,Air Plus Argentina
LMR,Lamra,Lamra
LMS,Lomas Helicopters,Lomas Helicopters
LMT,Almaty Aviation,Almaty Aviation
LMU,AlMasria Universal,AlMasria Universal Airlines
LMX,Aerolíneas Mexicana,Aerolíneas Mexicanas J S
LMY,Air Almaty,Air Almaty
LMZ,Air Almaty ZK,Air Almaty ZK
LNA,Lnair Air Services,Lnair Air Services
LNC,LAN Dominica,LAN Dominica
LNE,LAN Ecuador,LAN Ecuador
LNG,Lockheed Martin,Lockheed Martin Aeronautics Company
LNI,Lion Mentari,Lion Mentari Airlines
LNK,Airlink,Airlink
LNM,Liaoning Meridian,Liaoning Meridian Jet
LNP,Línea Aérea SAPSA,Línea Aérea SAPSA
LNT,Aerolíneas Internac,Aerolíneas Internacionales
LNX,London Executive,London Executive Aviation
LOD,Malmoe Air Taxi,Malmoe Air Taxi
LOF,Trans States,Trans States Airlines
LOG,Loganair,Loganair
LOK,Alok Air,Alok Air
LOP,Linton-on-Ouse,Linton-on-Ouse Flying Training Unit
LOR,Leo-Air,Leo-Air
LOS,Lossiemouth Flying,Lossiemouth Flying Training Unit
LOT,LOT Polish Airlines,LOT Polish Airlines
LOU,Air Saint Louis,Air Saint Louis
LOV,London Flight,London Flight Centre (Stansted)
LPA,Air Leap,Air Leap
LPC,Alpine Aviation,Alpine Aviation
LPD,UK Royal/HRH Duke,UK Royal/HRH Duke of York
LPE,LAN Peru,LAN Peru
LPL,Lease-a-Plane,Lease-a-Plane International
LPN,Laoag International,Laoag International Airlines
LPR,Lotnicze Pogotowie,Lotnicze Pogotowie Ratunkowe
LPV,Air Alps Aviation,Air Alps Aviation
LRA,Little Red Air,Little Red Air Service
LRB,L R Airlines,L R Airlines
LRC,Avianca Costa Rica,Avianca Costa Rica
LRD,Laredo Air,Laredo Air
LRO,Alrosa-Avia,Alrosa-Avia
LRQ,Luxembourg Air,Luxembourg Air Ambulance
LRR,Lorraine Aviation,Lorraine Aviation
LRS,Sansa,Sansa
LRT,Lincoln Airlines,Lincoln Airlines
LRW,Al Rida Airways,Al Rida Airways
LSA,Leader,Leader SRL
LSC,Los Cedros Aviación,Los Cedros Aviación
LSE,Línea De Aeroservic,Línea De Aeroservicios
LSI,MSC Air,MSC Air
LSK,SkyLight,SkyLight
LSM,Luxaviation San,Luxaviation San Marino
LSP,Spectrum Aviation,Spectrum Aviation Incorporated
LSR,Alsair,Alsair
LSS,Lone Star Airlines,Lone Star Airlines
LSU,Laus,Laus
LSV,Slovenian Air Force,Slovenian Air Force
LSY,Lindsay Aviation,Lindsay Aviation
LTA,Trans Atlantis,Trans Atlantis
LTC,Charter Jets,Charter Jets
LTE,LTE International,LTE International Airways
LTF,Lufttaxi Fluggesell,Lufttaxi Fluggesellschaft
LTG,LATAM Cargo Brasil,LATAM Cargo Brasil
LTI,Aerotaxis Latinoame,Aerotaxis Latinoamericanos
LTL,Benin Littoral,Benin Littoral Airways
LTO,LTU Austria,LTU Austria
LTR,Lufttransport,Lufttransport
LTS,Flight Inspections,Flight Inspections and Systems
LTW,Luchtvaartmaatschap,Luchtvaartmaatschappij Twente
LTY,Liberty Air,Liberty Air
LUA,Luminair,Luminair
LUC,Albinati Aeronautic,Albinati Aeronautics
LUE,Aeroclub de Alicant,Aeroclub de Alicante
LUK,LUKoil-Avia,LUKoil-Avia
LUT,Luft Carago,Luft Carago
LUV,Luxembourg Air,Luxembourg Air Rescue
LUZ,Luzair,Luzair
LVA,Hawaiian Globetrott,Hawaiian Globetrotter
LVB,IRS Airlines,IRS Airlines
LVD,Luftfahrt-Vermietun,Luftfahrt-Vermietungs-Dienst
LVL,LEVEL,LEVEL
LVN,Aliven,Aliven
LVR,Aviavilsa,Aviavilsa
LVT,La Valenciana Taxi,La Valenciana Taxi Aéreo
LWA,Libyan Wings,Libyan Wings
LWD,Leisure Air,Leisure Air
LWG,Luxwing,Luxwing
LWI,Lumiwings,Lumiwings
LWL,Lowlevel,Lowlevel
LXA,Luxaviation,Luxaviation
LXF,Lynx Air Internatio,Lynx Air International
LXG,Luxaviation Germany,Luxaviation Germany
LXJ,Flexjet,Flexjet
LXM,Luxaviation Malta,Luxaviation Malta
LXO,Luxor Air,Luxor Air
LXP,LAN Express,LAN Express
LXR,Air Luxor,Air Luxor
LXW,Lanexang Airways,Lanexang Airways International
LYB,Lynden Air Cargo,Lynden Air Cargo
LYC,Lynden Air Cargo,Lynden Air Cargo
LYD,Lydd Air,Lydd Air
LYF,Lithuanian Air,Lithuanian Air Force
LYH,Yankee Lima Helicop,Yankee Lima Helicopteres
LYM,Key Lime Air,Key Lime Air
LYN,Kyrgyzstan,Kyrgyzstan
LYT,Apatas Air,Apatas Air
LYW,Libyan Airlines,Libyan Airlines
LYX,SmartLynx Malta,SmartLynx Malta
LZA,Lanza Air,Lanza Air
LZB,Bulgaria Air,Bulgaria Air
LZP,Air Ban,Air Ban
LZR,Air Lazur,Air Lazur
LZT,Lanzarote Aerocargo,Lanzarote Aerocargo
MAA,MasAir,MasAir
MAB,Millardair,Millardair
MAC,Air Arabia Maroc,Air Arabia Maroc
MAD,Maple Air Services,Maple Air Services
MAE,Mali Air,Mali Air
MAF,Mission Aviation,Mission Aviation Fellowship
MAH,Malév Hungarian,Malév Hungarian Airlines
MAI,Mauritania Airlines,Mauritania Airlines International
MAJ,Majestic Airlines,Majestic Airlines
MAL,Morningstar Air,Morningstar Air Express
MAM,Aeródromo De La,Aeródromo De La Mancha
MAN,Mannion Air Charter,Mannion Air Charter
MAQ,Mac Aviation,Mac Aviation
MAR,Air Mediterranean,Air Mediterranean
MAS,Malaysia Airlines,Malaysia Airlines
MAT,Maine Aviation,Maine Aviation
MAU,Air Mauritius,Air Mauritius
MAV,Manta Air,Manta Air
MAW,Mustique Airways,Mustique Airways
MAX,Max-Aviation,Max-Aviation
MAY,Malta Air,Malta Air
MAZ,Mines Air Services,Mines Air Services Zambia
MBA,Avag Air,Avag Air
MBB,Air Manas,Air Manas
MBC,Airjet Exploração,Airjet Exploração Aérea De Carga
MBE,Martin-Baker,Martin-Baker
MBI,Mountain Bird,Mountain Bird
MBK,Chrono Jet,Chrono Jet
MBL,First City Air,First City Air
MBN,Zambian Airways,Zambian Airways
MBO,Mobil Oil,Mobil Oil
MBR,Brazilian Navy,Brazilian Navy Aviation
MBS,Mbach Air,Mbach Air
MBU,Marabu Airlines,Marabu Airlines
MCB,Air Mercia,Air Mercia
MCC,MCC Aviation,MCC Aviation
MCD,Air Medical,Air Medical
MCE,Marshall Aerospace,Marshall Aerospace
MCF,MAC Fotografica,MAC Fotografica
MCG,SOS Helikoptern,SOS Helikoptern Gotland
MCH,McAlpine Helicopter,McAlpine Helicopters
MCJ,Avianca Argentina,Avianca Argentina
MCK,Aeroways,Aeroways
MCL,Medical Aviation,Medical Aviation Services
MCM,Heli-Air-Monaco,Heli-Air-Monaco
MCN,Mac Dan Aviation,Mac Dan Aviation Corporation
MCO,Aerolíneas Marcos,Aerolíneas Marcos
MCP,Marcopolo Airways,Marcopolo Airways
MCS,Macedonian Airlines,Macedonian Airlines
MCT,Transportación,Transportación Aérea Del Mar De Cortés
MCV,MTC Aviación,MTC Aviación
MCX,Cargo Express,Cargo Express
MCY,Ambulance Air,Ambulance Air Africa
MDA,Mandarin Airlines,Mandarin Airlines
MDB,Monde Air Charters,Monde Air Charters
MDC,Atlantic Aero and,Atlantic Aero and Mid-Atlantic Freight
MDE,Mauritanienne De,Mauritanienne De Transport Aerien
MDF,Mediterranean Air,Mediterranean Air Freight
MDG,Air Madagascar,Air Madagascar
MDH,Madina Air,Madina Air
MDJ,Jetran Air,Jetran Air
MDL,Mandala Airlines,Mandala Airlines
MDM,Medavia Company,Medavia Company
MDN,Mudan Airlines,Mudan Airlines
MDR,Compania Mexicana,Compania Mexicana De Aeroplanos
MDS,McNeely Charter,McNeely Charter Services
MDT,Sundt Air,Sundt Air
MDV,Moldavian Airlines,Moldavian Airlines
MDX,Aerosud Charter,Aerosud Charter
MDY,Mediterranean,Mediterranean Airways
MEA,Middle East Airline,Middle East Airlines
MEC,Mercury Aircourier,Mercury Aircourier Service
MED,Ontario Ministry,Ontario Ministry of Health
MEE,Elimediterranea,Elimediterranea
MEF,Air Meridan,Air Meridan
MEG,Mega Maldives,Mega Maldives
MEI,Merlin Airways,Merlin Airways
MEJ,Medjet Internationa,Medjet International
MEK,Med-Trans of,Med-Trans of Florida
MEL,Mega Linhas Aéreas,Mega Linhas Aéreas
MEM,Meridian,Meridian Limited
MEP,Midwest Airlines,Midwest Airlines
MER,Methow Aviation,Methow Aviation
MES,Mesaba Airlines,Mesaba Airlines
MET,Meteorological,Meteorological Research Flight
MEV,Med-View Airline,Med-View Airline
MEX,Metro Express,Metro Express
MEY,Justair Scandinavia,Justair Scandinavia
MFA,Martyn Fiddler,Martyn Fiddler Associates
MFB,Mountain Flyers 80,Mountain Flyers 80
MFC,Moncton Flying Club,Moncton Flying Club
MFL,Aero McFly,Aero McFly
MFR,Midline Air Freight,Midline Air Freight
MFS,Miller Flying,Miller Flying Services
MFT,Multiflight,Multiflight
MFX,My Freighter,My Freighter
MFZ,Mofaz Air,Mofaz Air
MGA,MG Aviación,MG Aviación
MGB,Coulson Flying,Coulson Flying Service
MGE,Asia Pacific,Asia Pacific Airlines
MGG,Elmagal Aviation,Elmagal Aviation Services
MGH,Mavi Gok Aviation,Mavi Gok Aviation
MGI,Marghi Air,Marghi Air
MGK,Mega,Mega
MGL,MIAT Mongolian,MIAT Mongolian Airlines
MGM,Transporte Aero MGM,Transporte Aero MGM
MGO,Punto Fa,Punto Fa
MGR,Magna Air,Magna Air
MGS,Aeromagar,Aeromagar
MGW,Mongolian Airways,Mongolian Airways Cargo
MGX,Montenegro Airlines,Montenegro Airlines
MGY,Madagascar Airlines,Madagascar Airlines
MHA,Mountain High,Mountain High Aviation
MHC,Aero Jomacha,Aero Jomacha
MHD,Yas Air Kish,Yas Air Kish
MHH,Mounthill Aviation,Mounthill Aviation
MHL,Meridian Airlines,Meridian Airlines
MHN,Manhattan Air,Manhattan Air
MHO,Mokulele Airlines,Mokulele Airlines
MHQ,Skargardshavets,Skargardshavets Helikoptertjanst
MHS,Air Memphis,Air Memphis
MHU,Air Memphis,Air Memphis
MHV,MHS Aviation,MHS Aviation GmbH
MIA,Mauria,Mauria
MIC,Mint Airways,Mint Airways
MID,Midland Airport,Midland Airport Services
MIE,Aero Premier De,Aero Premier De Mexico
MIF,Miras,Miras
MIG,Russian Aircraft,Russian Aircraft Corporation-MiG
MIM,Mimino,Mimino
MIN,MJets,MJets
MIR,Miramichi Air,Miramichi Air Service
MIS,Midstate Airlines,Midstate Airlines
MIT,Flight Line,Flight Line
MIZ,Desarrollo Milaz,Desarrollo Milaz
MJB,Magic Blue Airlines,Magic Blue Airlines
MJC,Mandarin Air,Mandarin Air
MJF,MJet,MJet
MJJ,Mjets,Mjets
MJL,Jet Line Internatio,Jet Line International
MJM,Eti 2000,Eti 2000
MJN,Royal Air Force of,Royal Air Force of Oman
MJR,Midamerica Jet,Midamerica Jet
MJT,Mex-Jet,Mex-Jet
MKA,MK Airline,MK Airline
MKH,Air Marrakech,Air Marrakech Service
MKK,Malaya Aviatsia,Malaya Aviatsia Dona
MKL,McCall Aviation,McCall Aviation
MKO,Markoss Aviation,Markoss Aviation
MKR,Lanmei Airlines,Lanmei Airlines
MKS,Pimichikamac Air,Pimichikamac Air
MKY,Monky Aerotaxis,Monky Aerotaxis
MLA,40-Mile Air,40-Mile Air
MLB,Manaf International,Manaf International Airways
MLC,Malila Airlift,Malila Airlift
MLE,Moldaeroservice,Moldaeroservice
MLF,Amal Airlines,Amal Airlines
MLG,Malagasy Airlines,Malagasy Airlines
MLH,Avion Express Malta,Avion Express Malta
MLK,Millennium Air,Millennium Air
MLL,Aeroclub de Mallorc,Aeroclub de Mallorca
MLM,ComLux Malta,ComLux Malta
MLN,Corporate Air,Corporate Air
MLO,Servicios Aéreos,Servicios Aéreos Milenio
MLS,Mall Airways,Mall Airways
MLT,Maleth-Aero,Maleth-Aero
MLU,Zracno Pristaniste,Zracno Pristaniste Mali Losinj
MLX,Malawi Express,Malawi Express
MMA,Myanmar Airways,Myanmar Airways International
MMC,Aermarche,Aermarche
MMD,Air Alsie,Air Alsie
MMF,Multinational,Multinational Multi-Role Tanker Transport Fleet
MMG,Aereo Ruta Maya,Aereo Ruta Maya
MML,Hunnu Air,Hunnu Air
MMM,Aviation Company,Aviation Company Meridian
MMO,Malta MedAir,Malta MedAir
MMP,AMP Incorporated,AMP Incorporated
MMR,Musrata Air Transpo,Musrata Air Transport
MMS,SAAD (A320),SAAD (A320) Limited
MMX,Airmax,Airmax
MMZ,EuroAtlantic,EuroAtlantic Airways
MNA,Merpati Nusantara,Merpati Nusantara Airlines
MNB,MNG Airlines,MNG Airlines
MNC,MIT Airlines,MIT Airlines
MNE,Air Montenegro,Air Montenegro
MNG,Aero Mongolia,Aero Mongolia
MNH,Monarch Airlines,Monarch Airlines
MNI,Aeromilenio,Aeromilenio
MNJ,Menajet,Menajet
MNL,Miniliner,Miniliner
MNO,Mango,Mango
MNR,Mann Air,Mann Air
MNS,Medsky Airways,Medsky Airways
MNT,Montserrat Airways,Montserrat Airways
MNU,Elite Airways,Elite Airways
MNV,Mauritanienne,Mauritanienne Aerienne Et Navale
MNX,Manx Airlines,Manx Airlines
MNY,Mooney Aircraft,Mooney Aircraft Corporation
MNZ,Murmansk Aircompany,Murmansk Aircompany
MOC,Air Monarch Cargo,Air Monarch Cargo
MOH,Tigerfly,Tigerfly
MOP,Aeropublicitaria,Aeropublicitaria De Angola
MOR,Aerolíneas De,Aerolíneas De Morelia
MOS,Misr Overseas,Misr Overseas Airways
MOV,VIM Airlines,VIM Airlines
MOW,Mowhawk Airlines,Mowhawk Airlines
MOZ,Salzburg Jet,Salzburg Jet Aviation
MPA,Mid-Pacific Airline,Mid-Pacific Airlines
MPC,Mountain Pacific,Mountain Pacific Air
MPD,Air Plus Comet,Air Plus Comet
MPE,Canadian North,Canadian North
MPH,Martinair,Martinair
MPI,Mosphil Aero,Mosphil Aero
MPJ,MAP-Management and,MAP-Management and Planung
MPL,Master Planner,Master Planner
MPO,Transportes Aéreos,Transportes Aéreos Amparo
MPR,Empire Aviation,Empire Aviation Services
MPS,Metroplis,Metroplis
MPT,Miapet-Avia,Miapet-Avia
MPX,Aeromexpress,Aeromexpress
MQT,Air ITM,Air ITM
MRA,Martinaire,Martinaire
MRD,Meridian Air Cargo,Meridian Air Cargo
MRE,Namibia Commercial,Namibia Commercial Aviation
MRF,Mauritanienne Air,Mauritanienne Air Fret
MRG,MANAG'AIR,MANAG'AIR
MRH,Marham Flying,Marham Flying Training Unit
MRI,Servicios Aéreos,Servicios Aéreos Moritani
MRJ,Meraj Airlines,Meraj Airlines
MRK,Markair,Markair
MRL,Aeromorelos,Aeromorelos
MRM,Aerocharter,Aerocharter
MRN,Missions Gouvernemt,Missions Gouvernemtales Francaises
MRO,Morrison Flying,Morrison Flying Service
MRP,Abas,Abas
MRR,San Juan Airlines,San Juan Airlines
MRT,Air Mauritanie,Air Mauritanie
MRW,Mars RK,Mars RK
MRX,Herman's Markair,Herman's Markair Express
MRZ,Medical Air Rescue,Medical Air Rescue Services
MSA,Poste Air Cargo,Poste Air Cargo
MSC,Air Cairo,Air Cairo
MSF,Minsheng Internatio,Minsheng International Jet
MSG,Servico Aéreo,Servico Aéreo Regional
MSH,US Marshals Service,US Marshals Service
MSI,Motor Sich,Motor Sich
MSJ,SkyJet Airlines,SkyJet Airlines
MSK,Air Sport,Air Sport
MSL,Marsland Aviation,Marsland Aviation
MSM,Aeromas,Aeromas
MSN,Milenium Air,Milenium Air Servicios Aereos Integrados
MSO,Aerolíneas Mesoamer,Aerolíneas Mesoamericanas
MSP,Servicio De Vigilan,Servicio De Vigilancia Aérea Del Ministerio De Seguridad Pública
MSQ,Meta Linhas Aéreas,Meta Linhas Aéreas
MSR,Egyptair,Egyptair
MSS,Morris Air Service,Morris Air Service
MSV,Aero-Kamov,Aero-Kamov
MSW,Master Airways,Master Airways
MSX,Egyptair Cargo,Egyptair Cargo
MSY,Massey University,Massey University School of Aviation
MTA,GAK/Mitchell Aero,GAK/Mitchell Aero
MTB,Aerotaxis Metropoli,Aerotaxis Metropolitanos
MTC,Mountain Air,Mountain Air Company
MTD,MacKnight Airlines,MacKnight Airlines
MTG,Servicios Aéreos,Servicios Aéreos MTT
MTH,Massachusetts,Massachusetts Institute of Technology
MTI,Monerrey Air Taxi,Monerrey Air Taxi
MTJ,Metrojet,Metrojet
MTK,Air Metack,Air Metack
MTL,RAF-Avia,RAF-Avia
MTN,Mountain Air Cargo,Mountain Air Cargo
MTO,Marathon Airlines,Marathon Airlines
MTP,Island Helicopters,Island Helicopters
MTR,Metroflight,Metroflight
MTS,Mantrust Asahi,Mantrust Asahi Airways
MTV,Mountain Valley,Mountain Valley Air Service
MTX,Multi Taxi,Multi Taxi
MTY,Air Montegomery,Air Montegomery
MTZ,Mali Airways,Mali Airways
MUA,Murray Air,Murray Air
MUI,Trans Air,Trans Air
MUK,Maersk Air Cargo UK,Maersk Air Cargo UK
MUN,Aeromundo Ejecutivo,Aeromundo Ejecutivo
MUR,Aerolínea Muri,Aerolínea Muri
MUS,Air Adelphi,Air Adelphi
MUT,Azimuth,Azimuth
MVA,Mississippi Valley,Mississippi Valley Airways
MVD,Kavminvodyavia,Kavminvodyavia
MVG,Moldova,Moldova
MVI,Metro Business,Metro Business Aviation
MVK,Helicopter Training,Helicopter Training &amp; Hire
MVM,Air Cargo America,Air Cargo America
MVN,Marvin,Marvin Limited
MVR,Maverick Airways,Maverick Airways
MVY,VIM-Aviaservice,VIM-Aviaservice
MWA,Midwest Airlines,Midwest Airlines (Egypt)
MWG,MASwings,MASwings
MWI,Malawian Airlines,Malawian Airlines
MWM,Modern Logistics,Modern Logistics
MWR,Raslan Air Service,Raslan Air Service
MWS,Malta Wings,Malta Wings
MWT,Midwest Aviation,Midwest Aviation Division
MWY,Mauritanienne,Mauritanienne Airways
MXA,Mexicana,Mexicana
MXB,Mex Blue,Mex Blue
MXC,Compania Mexicargo,Compania Mexicargo
MXD,Batik Air Malaysia,Batik Air Malaysia
MXE,Moçambique Expresso,Moçambique Expresso
MXF,Maximum Flight,Maximum Flight Advantages
MXL,Maxair,Maxair
MXM,Maximus Airlines,Maximus Airlines
MXO,Aerotaxi Mexicano,Aerotaxi Mexicano
MXP,May Air Xpress,May Air Xpress
MXQ,Transportes Aéreos,Transportes Aéreos Mexiquenses
MXS,Maxsus-Avia,Maxsus-Avia
MXT,México Transportes,México Transportes Aéreos
MXU,Maximus Air Cargo,Maximus Air Cargo
MXX,Merchant Express,Merchant Express Aviation
MXY,Breeze Airways,Breeze Airways
MYA,Myflug,Myflug
MYD,Maya Island Air,Maya Island Air
MYI,Mayair,Mayair
MYJ,My Jet,My Jet
MYO,Dominguez Toledo,Dominguez Toledo (Grupo Mayoral)
MYP,Mann Yadanarpon,Mann Yadanarpon Airlines
MYS,Aero Yaqui Mayo,Aero Yaqui Mayo
MYU,My Indo Airlines,My Indo Airlines
MYW,My Way Airlines,My Way Airlines
MYX,SmartLynx Airlines,SmartLynx Airlines Estonia
MZA,Irtysh Air,Irtysh Air
MZK,AVC Airlines,AVC Airlines
MZL,Aerovías Montes,Aerovías Montes Azules
MZS,Mahfooz Aviation,Mahfooz Aviation
MZT,ZYB Lily Jet,ZYB Lily Jet
NAB,Mina Airline,Mina Airline Company
NAC,Northern Air Cargo,Northern Air Cargo
NAD,Seulawah Nad Air,Seulawah Nad Air
NAE,Nations Air Express,Nations Air Express Inc
NAF,Royal Netherlands,Royal Netherlands Air Force
NAH,Nahanni Air Service,Nahanni Air Services Ltd
NAI,North Adria Aviatio,North Adria Aviation
NAJ,North American Jet,North American Jet Charter Group
NAL,Northway Aviation,Northway Aviation Ltd
NAM,Nortland Air,Nortland Air Manitoba
NAO,North American,North American Airlines
NAP,Napier Air Service,Napier Air Service Inc
